ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank1,/Script/Engine.Blueprint,Hard,7437,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,7437,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank2,/Script/Engine.Blueprint,Hard,4947,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4947,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank3,/Script/Engine.Blueprint,Hard,4947,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_BossDinos_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4947,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank1,/Script/Engine.Blueprint,Hard,13873,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,13873,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank2,/Script/Engine.Blueprint,Hard,4878,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4878,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank3,/Script/Engine.Blueprint,Hard,4878,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_GiantDinos_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4878,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank1,/Script/Engine.Blueprint,Hard,7627,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,7627,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank2,/Script/Engine.Blueprint,Hard,4877,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4877,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank3,/Script/Engine.Blueprint,Hard,4877,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_AttackBonus_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4877,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank1,/Script/Engine.Blueprint,Hard,5387,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,5387,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank2,/Script/Engine.Blueprint,Hard,5308,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,5308,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank3,/Script/Engine.Blueprint,Hard,5308,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_CraftingSkill_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,5308,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank1,/Script/Engine.Blueprint,Hard,7879,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,7879,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank2,/Script/Engine.Blueprint,Hard,4885,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4885,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank3,/Script/Engine.Blueprint,Hard,4885,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_DefenseBonus_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4885,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank1,/Script/Engine.Blueprint,Hard,7184,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,7184,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank2,/Script/Engine.Blueprint,Hard,5052,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,5052,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank3,/Script/Engine.Blueprint,Hard,5052,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Delicate_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,5052,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank1,/Script/Engine.Blueprint,Hard,5640,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,5640,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank2,/Script/Engine.Blueprint,Hard,5073,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,5073,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank3,/Script/Engine.Blueprint,Hard,5073,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_MeatBerries_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,5073,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank1,/Script/Engine.Blueprint,Hard,6606,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,6606,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank2,/Script/Engine.Blueprint,Hard,5031,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,5031,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank3,/Script/Engine.Blueprint,Hard,4970,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Power_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4970,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank1,/Script/Engine.Blueprint,Hard,14892,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,14892,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank2,/Script/Engine.Blueprint,Hard,5013,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,5013,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank3,/Script/Engine.Blueprint,Hard,5013,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedGathering_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,5013,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank1,/Script/Engine.Blueprint,Hard,5812,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,5812,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank2,/Script/Engine.Blueprint,Hard,4903,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4903,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank3,/Script/Engine.Blueprint,Hard,4903,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedTaming_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4903,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank1,/Script/Engine.Blueprint,Hard,5949,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank1,/Script/Engine.BlueprintGeneratedClass,Hard,5949,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank2,/Script/Engine.Blueprint,Hard,4871,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank2,/Script/Engine.BlueprintGeneratedClass,Hard,4871,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank3,/Script/Engine.Blueprint,Hard,4871,None
7,/DefendTheArtifact/SkillTree/Buff/Buff_ImprovedXP_Rank3,/Script/Engine.BlueprintGeneratedClass,Hard,4871,None
7,/DefendTheArtifact/SkillTree/DT_Skills_DefendTheArtifact,/Script/Engine.DataTable,Hard,26079,None
7,/DefendTheArtifact/SkillTree/SkillTreeUI_DataContainer_DefendTheArtifact,/Script/Engine.Blueprint,Hard,2726,None
7,/DefendTheArtifact/SkillTree/SkillTreeUI_DataContainer_DefendTheArtifact,/Script/Engine.BlueprintGeneratedClass,Hard,2726,None
7,/DefendTheArtifact/SkillTree/ST_DefendTheArtifact,/Script/PrimalProgressionTree.PrimalProgressionTreeAsset,Hard,1784,None
0,/DefendTheArtifact/TestMapArea_DefendTheArtifact,/Script/Engine.World,Soft: Unknown reference chain. Soft From Unassigned Package?,6654161,None
0,/DefendTheArtifact/TestMapArea_DefendTheArtifact,/Script/Engine.BlueprintGeneratedClass,Soft: Unknown reference chain. Soft From Unassigned Package?,6654161,None
7,/DefendTheArtifact/UI/Artifact_UI_SkillTreeMenu,/Script/UMGEditor.WidgetBlueprint,Hard,278915,None
7,/DefendTheArtifact/UI/Artifact_UI_SkillTreeMenu,/Script/UMG.WidgetBlueprintGeneratedClass,Hard,278915,None
7,/DefendTheArtifact/UI/ArtifactUI,/Script/UMGEditor.WidgetBlueprint,Hard,34425,None
7,/DefendTheArtifact/UI/ArtifactUI,/Script/UMG.WidgetBlueprintGeneratedClass,Hard,34425,None
